,ISBN,address,booktitle,doi,journal,language,month,note,number,pages,publisher,title,url,volume,year,clean,title_Arxiv,pdf_url_Arxiv,published_Arxiv,result_Arxiv,idv1,Arxiv_name,id,version,Anth_name,Succes,w_Anth,w_Arxiv,pages_Anth,pages_Arxiv,cosine,ref_Anth,ref_Arxiv,Jaccard,cosine_avg
103,,Online,Proceedings of the 2nd Workshop on NLP for Music and Spoken Audio (NLP4MusA),,,,November,,,27--31,Association for Computational Linguistics,Music Playlist Title Generation: A Machine-Translation Approach,https://aclanthology.org/2021.nlp4musa-1.6,,2021,Music Playlist Title Generation  A Machine Translation Approach,Music Playlist Title Generation: A Machine-Translation Approach,http://arxiv.org/pdf/2110.07354v1,2021-10-03 04:39:39+00:00,http://arxiv.org/abs/2110.07354v1,2110.07354v1,2110.07354v1.Music_Playlist_Title_Generation_A_Machine_Translation_Approach.pdf,2110.07354v1,1,,1.0,2933.0,2933.0,5.0,5.0,,13.0,13.0,0.998330550918197,1.0
104,,"Punta Cana, Dominican Republic","Proceedings of the Fourth Workshop on Computational Models of Reference, Anaphora and Coreference",10.18653/v1/2021.crac-1.8,,,November,,,70--81,Association for Computational Linguistics,CoreLM: Coreference-aware Language Model Fine-Tuning,https://aclanthology.org/2021.crac-1.8,,2021,CoreLM  Coreference aware Language Model Fine Tuning,CoreLM: Coreference-aware Language Model Fine-Tuning,http://arxiv.org/pdf/2111.02687v1,2021-11-04 08:44:31+00:00,http://arxiv.org/abs/2111.02687v1,2111.02687v1,2111.02687v1.CoreLM_Coreference_aware_Language_Model_Fine_Tuning.pdf,2111.02687v1,1,,1.0,6459.0,6418.0,12.0,12.0,,54.0,42.0,0.9894686452848253,0.936769
105,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.388,,,November,,,4723--4734,Association for Computational Linguistics,Can Language Models be Biomedical Knowledge Bases?,https://aclanthology.org/2021.emnlp-main.388,,2021,Can Language Models be Biomedical Knowledge Bases ,Can Language Models be Biomedical Knowledge Bases?,http://arxiv.org/pdf/2109.07154v1,2021-09-15 08:34:56+00:00,http://arxiv.org/abs/2109.07154v1,2109.07154v1,2109.07154v1.Can_Language_Models_be_Biomedical_Knowledge_Bases.pdf,2109.07154v1,1,,1.0,5851.0,5817.0,12.0,12.0,,31.0,19.0,0.9929078014184397,0.918127
106,,"Punta Cana, Dominican Republic",Proceedings of the Fourth BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP,10.18653/v1/2021.blackboxnlp-1.22,,,November,,,296--302,Association for Computational Linguistics,Training Dynamic based data filtering may not work for NLP datasets,https://aclanthology.org/2021.blackboxnlp-1.22,,2021,Training Dynamic based data filtering may not work for NLP datasets,Training Dynamic based data filtering may not work for NLP datasets,http://arxiv.org/pdf/2109.09191v1,2021-09-19 18:50:45+00:00,http://arxiv.org/abs/2109.09191v1,2109.09191v1,2109.09191v1.Training_Dynamic_based_data_filtering_may_not_work_for_NLP_datasets.pdf,2109.09191v1,1,Anth-Training Dynamic based data filtering may not work for NLP datasets.pdf,1.0,4042.0,2796.0,7.0,7.0,,44.0,1.0,0.7775723967960567,0.567876
107,,"Nanyang Technological University (NTU), Singapore",Proceedings of the 9th Global Wordnet Conference,,,,January,,,266--271,Global Wordnet Association,Semi-automatic WordNet Linking using Word Embeddings,https://aclanthology.org/2018.gwc-1.31,,2018,Semi automatic WordNet Linking using Word Embeddings,Semi-automatic WordNet Linking using Word Embeddings,http://arxiv.org/pdf/2201.01747v1,2022-01-05 18:15:55+00:00,http://arxiv.org/abs/2201.01747v1,2201.01747v1,2201.01747v1.Semi_automatic_WordNet_Linking_using_Word_Embeddings.pdf,2201.01747v1,1,Anth-Semi-automatic WordNet Linking using Word Embeddings.pdf,1.0,2813.0,2813.0,6.0,6.0,,30.0,30.0,1.0,1.0
108,,Online,Proceedings of the 3rd Workshop on Natural Language Processing for Conversational AI,10.18653/v1/2021.nlp4convai-1.22,,,November,,,243--250,Association for Computational Linguistics,Using Pause Information for More Accurate Entity Recognition,https://aclanthology.org/2021.nlp4convai-1.22,,2021,Using Pause Information for More Accurate Entity Recognition,Using Pause Information for More Accurate Entity Recognition,http://arxiv.org/pdf/2109.13222v1,2021-09-27 17:47:21+00:00,http://arxiv.org/abs/2109.13222v1,2109.13222v1,2109.13222v1.Using_Pause_Information_for_More_Accurate_Entity_Recognition.pdf,2109.13222v1,1,Anth-Using Pause Information for More Accurate Entity Recognition.pdf,1.0,4610.0,4580.0,8.0,8.0,,23.0,14.0,0.9910071942446043,0.942694
109,,"Punta Cana, Dominican Republic",Proceedings of the 3rd Workshop on Machine Reading for Question Answering,10.18653/v1/2021.mrqa-1.3,,,November,,,28--41,Association for Computational Linguistics,What Would it Take to get Biomedical QA Systems into Practice?,https://aclanthology.org/2021.mrqa-1.3,,2021,What Would it Take to get Biomedical QA Systems into Practice ,What Would it Take to get Biomedical QA Systems into Practice?,http://arxiv.org/pdf/2109.10415v1,2021-09-21 19:39:42+00:00,http://arxiv.org/abs/2109.10415v1,2109.10415v1,2109.10415v1.What_Would_it_Take_to_get_Biomedical_QA_Systems_into_Practice.pdf,2109.10415v1,1,,1.0,5612.0,5576.0,14.0,14.0,,56.0,47.0,0.98992673992674,0.953181
110,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.759,,,November,,,9643--9649,Association for Computational Linguistics,Numerical reasoning in machine reading comprehension tasks: are we there yet?,https://aclanthology.org/2021.emnlp-main.759,,2021,Numerical reasoning in machine reading comprehension tasks  are we there yet ,Numerical reasoning in machine reading comprehension tasks: are we there yet?,http://arxiv.org/pdf/2109.08207v1,2021-09-16 20:13:56+00:00,http://arxiv.org/abs/2109.08207v1,2109.08207v1,2109.08207v1.Numerical_reasoning_in_machine_reading_comprehension_tasks_are_we_there_yet.pdf,2109.08207v1,1,,1.0,4685.0,4656.0,7.0,7.0,,36.0,28.0,0.9934282584884995,0.943631
111,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.278,,,November,,,3453--3463,Association for Computational Linguistics,Graphine: A Dataset for Graph-aware Terminology Definition Generation,https://aclanthology.org/2021.emnlp-main.278,,2021,Graphine  A Dataset for Graph aware Terminology Definition Generation,Graphine: A Dataset for Graph-aware Terminology Definition Generation,http://arxiv.org/pdf/2109.04018v1,2021-09-09 03:29:23+00:00,http://arxiv.org/abs/2109.04018v1,2109.04018v1,2109.04018v1.Graphine_A_Dataset_for_Graph_aware_Terminology_Definition_Generation.pdf,2109.04018v1,1,,1.0,7021.0,6988.0,11.0,11.0,,75.0,66.0,0.9907926341072858,0.940172
112,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.283,,,November,,,3334--3340,Association for Computational Linguistics,Transformer over Pre-trained Transformer for Neural Text Segmentation with Enhanced Topic Coherence,https://aclanthology.org/2021.findings-emnlp.283,,2021,Transformer over Pre trained Transformer for Neural Text Segmentation with Enhanced Topic Coherence,Transformer over Pre-trained Transformer for Neural Text Segmentation with Enhanced Topic Coherence,http://arxiv.org/pdf/2110.07160v1,2021-10-14 05:26:39+00:00,http://arxiv.org/abs/2110.07160v1,2110.07160v1,2110.07160v1.Transformer_over_Pre_trained_Transformer_for_Neural_Text_Segmentation_with_Enhanced_Topic_Coherence.pdf,2110.07160v1,1,Anth-Transformer over Pre-trained Transformer for Neural Text Segmentation with Enhanced Topic Coherence.pdf,1.0,3784.0,3758.0,7.0,7.0,,41.0,37.0,0.9896694214876033,0.918374
113,,"Punta Cana, Dominican Republic",Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.16,,,November,,,163--168,Association for Computational Linguistics,Euphemistic Phrase Detection by Masked Language Model,https://aclanthology.org/2021.findings-emnlp.16,,2021,Euphemistic Phrase Detection by Masked Language Model,Euphemistic Phrase Detection by Masked Language Model,http://arxiv.org/pdf/2109.04666v1,2021-09-10 04:57:30+00:00,http://arxiv.org/abs/2109.04666v1,2109.04666v1,2109.04666v1.Euphemistic_Phrase_Detection_by_Masked_Language_Model.pdf,2109.04666v1,1,Anth-Euphemistic Phrase Detection by Masked Language Model.pdf,1.0,3867.0,3842.0,6.0,6.0,,27.0,22.0,0.9916237113402062,0.912776
114,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.469,,,November,,,5812--5824,Association for Computational Linguistics,Diverse Distributions of Self-Supervised Tasks for Meta-Learning in NLP,https://aclanthology.org/2021.emnlp-main.469,,2021,Diverse Distributions of Self Supervised Tasks for Meta Learning in NLP,Diverse Distributions of Self-Supervised Tasks for Meta-Learning in NLP,http://arxiv.org/pdf/2111.01322v1,2021-11-02 01:50:09+00:00,http://arxiv.org/abs/2111.01322v1,2111.01322v1,2111.01322v1.Diverse_Distributions_of_Self_Supervised_Tasks_for_Meta_Learning_in_NLP.pdf,2111.01322v1,1,Anth-Diverse Distributions of Self-Supervised Tasks for Meta-Learning in NLP.pdf,1.0,7898.0,7871.0,13.0,13.0,,76.0,66.0,0.9894973743435859,0.961255
115,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.50,,,November,,,635--649,Association for Computational Linguistics,Artificial Text Detection via Examining the Topology of Attention Maps,https://aclanthology.org/2021.emnlp-main.50,,2021,Artificial Text Detection via Examining the Topology of Attention Maps,Artificial Text Detection via Examining the Topology of Attention Maps,http://arxiv.org/pdf/2109.04825v2,2021-09-10 12:13:45+00:00,http://arxiv.org/abs/2109.04825v2,2109.04825v1,2109.04825v1.Artificial_Text_Detection_via_Examining_the_Topology_of_Attention_Maps.pdf,2109.04825v1,1,Anth-Artificial Text Detection via Examining the Topology of Attention Maps.pdf,1.0,8305.0,8268.0,15.0,15.0,,69.0,58.0,0.9930843706777317,0.959135
116,,"Punta Cana, Dominican Republic",Proceedings of the Fifth Workshop on Widening Natural Language Processing,,,,November,,,5--17,Association for Computational Linguistics,TEET! Tunisian Dataset for Toxic Speech Detection,https://aclanthology.org/2021.winlp-1.2,,2021,TEET  Tunisian Dataset for Toxic Speech Detection,TEET! Tunisian Dataset for Toxic Speech Detection,http://arxiv.org/pdf/2110.05287v1,2021-10-11 14:00:08+00:00,http://arxiv.org/abs/2110.05287v1,2110.05287v1,2110.05287v1.TEET_Tunisian_Dataset_for_Toxic_Speech_Detection.pdf,2110.05287v1,1,,0.0,,,,,,,,,
117,,"Online and Punta Cana, Dominican Republic",Proceedings of the Second Workshop on Insights from Negative Results in NLP,10.18653/v1/2021.insights-1.16,,,November,,,110--116,Association for Computational Linguistics,Blindness to Modality Helps Entailment Graph Mining,https://aclanthology.org/2021.insights-1.16,,2021,Blindness to Modality Helps Entailment Graph Mining,Blindness to Modality Helps Entailment Graph Mining,http://arxiv.org/pdf/2109.10227v1,2021-09-21 14:48:03+00:00,http://arxiv.org/abs/2109.10227v1,2109.10227v1,2109.10227v1.Blindness_to_Modality_Helps_Entailment_Graph_Mining.pdf,2109.10227v1,1,Anth-Blindness to Modality Helps Entailment Graph Mining.pdf,1.0,4345.0,4314.0,7.0,7.0,,55.0,49.0,0.9911748483177054,0.908284
118,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.131,,,November,,,1745--1753,Association for Computational Linguistics,Nearest Neighbour Few-Shot Learning for Cross-lingual Classification,https://aclanthology.org/2021.emnlp-main.131,,2021,Nearest Neighbour Few Shot Learning for Cross lingual Classification,Nearest Neighbour Few-Shot Learning for Cross-lingual Classification,http://arxiv.org/pdf/2109.02221v1,2021-09-06 03:18:23+00:00,http://arxiv.org/abs/2109.02221v1,2109.02221v1,2109.02221v1.Nearest_Neighbour_Few_Shot_Learning_for_Cross_lingual_Classification.pdf,2109.02221v1,1,Anth-Nearest Neighbour Few-Shot Learning for Cross-lingual Classification.pdf,1.0,5375.0,4847.0,9.0,9.0,,68.0,41.0,0.8981977593765221,0.813437
119,,Online,Proceedings of the Seventh Workshop on Noisy User-generated Text (W-NUT 2021),10.18653/v1/2021.wnut-1.1,,,November,,,1--10,Association for Computational Linguistics,Text Simplification for Comprehension-based Question-Answering,https://aclanthology.org/2021.wnut-1.1,,2021,Text Simplification for Comprehension based Question Answering,Text Simplification for Comprehension-based Question-Answering,http://arxiv.org/pdf/2109.13984v1,2021-09-28 18:48:00+00:00,http://arxiv.org/abs/2109.13984v1,2109.13984v1,2109.13984v1.Text_Simplification_for_Comprehension_based_Question_Answering.pdf,2109.13984v1,1,Anth-Text Simplification for Comprehension-based Question-Answering.pdf,1.0,5292.0,5258.0,10.0,10.0,,46.0,36.0,0.9920550847457628,0.933479
120,,"Punta Cana, Dominican Republic",Proceedings of the Natural Legal Language Processing Workshop 2021,10.18653/v1/2021.nllp-1.6,,,November,,,63--75,Association for Computational Linguistics,Multi-granular Legal Topic Classification on Greek Legislation,https://aclanthology.org/2021.nllp-1.6,,2021,Multi granular Legal Topic Classification on Greek Legislation,Multi-granular Legal Topic Classification on Greek Legislation,http://arxiv.org/pdf/2109.15298v1,2021-09-30 17:43:00+00:00,http://arxiv.org/abs/2109.15298v1,2109.15298v1,2109.15298v1.Multi_granular_Legal_Topic_Classification_on_Greek_Legislation.pdf,2109.15298v1,1,Anth-Multi-granular Legal Topic Classification on Greek Legislation.pdf,1.0,7390.0,7361.0,13.0,12.0,,65.0,56.0,0.9927113702623906,0.96288
121,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2021.emnlp-main.521,,,November,,,6475--6490,Association for Computational Linguistics,Cross-Register Projection for Headline Part of Speech Tagging,https://aclanthology.org/2021.emnlp-main.521,,2021,Cross Register Projection for Headline Part of Speech Tagging,Cross-Register Projection for Headline Part of Speech Tagging,http://arxiv.org/pdf/2109.07483v1,2021-09-15 18:00:02+00:00,http://arxiv.org/abs/2109.07483v1,2109.07483v1,2109.07483v1.Cross_Register_Projection_for_Headline_Part_of_Speech_Tagging.pdf,2109.07483v1,1,Anth-Cross-Register Projection for Headline Part of Speech Tagging.pdf,1.0,8730.0,8692.0,16.0,16.0,,87.0,71.0,0.9935876883616543,0.965745
122,,"Online and Punta Cana, Dominican Republic",Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,10.18653/v1/2021.emnlp-demo.3,,,November,,,20--27,Association for Computational Linguistics,LightTag: Text Annotation Platform,https://aclanthology.org/2021.emnlp-demo.3,,2021,LightTag  Text Annotation Platform,LightTag: Text Annotation Platform,http://arxiv.org/pdf/2109.02320v1,2021-09-06 09:41:48+00:00,http://arxiv.org/abs/2109.02320v1,2109.02320v1,2109.02320v1.LightTag_Text_Annotation_Platform.pdf,2109.02320v1,1,,1.0,3805.0,3742.0,8.0,7.0,,33.0,0.0,0.9852594339622641,0.889308
123,,"Wroclaw, Poland",Proceedings of the 10th Global Wordnet Conference,,,,July,,,404--412,Global Wordnet Association,Utilizing Wordnets for Cognate Detection among Indian Languages,https://aclanthology.org/2019.gwc-1.51,,2019,Utilizing Wordnets for Cognate Detection among Indian Languages,Utilizing Wordnets for Cognate Detection among Indian Languages,http://arxiv.org/pdf/2112.15124v1,2021-12-30 16:46:28+00:00,http://arxiv.org/abs/2112.15124v1,2112.15124v1,2112.15124v1.Utilizing_Wordnets_for_Cognate_Detection_among_Indian_Languages.pdf,2112.15124v1,1,Anth-Utilizing Wordnets for Cognate Detection among Indian Languages.pdf,1.0,5103.0,5170.0,9.0,10.0,,38.0,69.0,0.9622833843017329,0.892383
